1000000	1010000	1010100	1010101
1000000	1010000	1010100	1010102
1000000	1010000	1010100	1010103
1000000	1010000	1010100	1010104
1000000	1010000	1010100	1010105
1000000	1010000	1010100	1010106
1000000	1010000	1010100	1010107
1000000	1010000	1010100	1010108
1000000	1010000	1010100	1010109
1000000	1010000	1010100	1010111
1000000	1010000	1010100	1010113
1000000	1010000	1010100	1010114
1000000	1010000	1010100	1010115
1000000	1010000	1010100	1010116
1000000	1010000	1010100	1010117
1000000	1010000	1010100	1010118
1000000	1010000	1010100	1010119
1000000	1010000	1010100	1010121
1000000	1010000	1010100	1010122
1000000	1010000	1010100	1010123
1000000	1010000	1010200	1010201
1000000	1010000	1010200	1010202
1000000	1010000	1010200	1010203
1000000	1010000	1010200	1010204
1000000	1010000	1010200	1010205
1000000	1010000	1010200	1010206
1000000	1010000	1010200	1010207
1000000	1010000	1010200	1010208
1000000	1010000	1010200	1010209
1000000	1010000	1010200	1010210
1000000	1010000	1010200	1010212
1000000	1010000	1010200	1010213
1000000	1010000	1010200	1010214
1000000	1010000	1010200	1010215
1000000	1010000	1010200	1010216
1000000	1010000	1010200	1010217
1000000	1010000	1010200	1010218
1000000	1010000	1010200	1010219
1000000	1010000	1010200	1010220
1000000	1010000	1010200	1010221
1000000	1010000	1010200	1010223
1000000	1020000	1020100	1020100
1000000	1020000	1020200	1020200
1000000	1020000	1020300	1020300
1000000	1030000	1030100	1030100
1000000	1030000	1030200	1030200
1000000	1030000	1030300	1030300
1000000	1040000	1040000	1040000
1000000	1050000	1050000	1050000
1000000	1060000	1060000	1060000
1000000	1070000	1070000	1070000
1000000	1080000	1080000	1080000
2000000	2010000	2010100	2010100
2000000	2010000	2010200	2010200
2000000	2010000	2010300	2010300
2000000	2010000	2010400	2010400
2000000	2010000	2010500	2010500
2000000	2020000	2020100	2020101
2000000	2020000	2020100	2020102
2000000	2020000	2020200	2020200
2000000	2020000	2020300	2020300
2000000	2020000	2020400	2020400
2000000	2020000	2020500	2020500
2000000	2020000	2020600	2020600
2000000	2030000	2030000	2030000
2000000	2040000	2040100	2040100
2000000	2040000	2040200	2040200
2000000	2040000	2040300	2040300
2000000	2040000	2040400	2040400
2000000	2040000	2040500	2040500
2000000	2040000	2040600	2040600
3000000	3010000	3010000	3010000
3000000	3020000	3020100	3020100
3000000	3020000	3020200	3020200
3000000	3030000	3030100	3030100
3000000	3030000	3030200	3030200
3000000	3030000	3030300	3030300
3000000	3030000	3030400	3030400
3000000	3030000	3030500	3030500
3000000	3030000	3030600	3030600
3000000	3030000	3030700	3030700
3000000	3040000	3040000	3040000
3000000	3050000	3050000	3050000
3000000	3060000	3060000	3060000
3000000	3070000	3070000	3070000
4000000	4000000	4000000	4000000
5000000	5010000	5010000	5010000
5000000	5020000	5020000	5020000
5000000	5030000	5030000	5030000
5000000	5040000	5040000	5040000
5000000	5050000	5050000	5050000
5000000	5060000	5060000	5060000
5000000	5070000	5070000	5070000
5000000	5080000	5080000	5080000
6000000	6010000	6010000	6010000
6000000	6020000	6020000	6020000
6000000	6030000	6030000	6030000
7000000	7000000	7000000	7000000
9000000	9010000	9010000	9010000
9000000	9020000	9020000	9020000
